COMPLETE_TEXT,COUNT,RARITY,TOKEN_ID
the first erotic conceptual art nft on namecoin to be sold using a dutch auction,1,0.02%,[7844]
the first vegan user-curated generative smell-o-vision nft on cardano cornered by a left wing academic,1,0.02%,[156166]
the first retro long form generative mathematical audio nft on ethereum that disappears on transfer,1,0.02%,[83789]
the first inflationary quantum ai gan nft to be featured in chickadee magazine,1,0.02%,[1943]
the first ahistorical user-curated generative fractal poetry nft redeemable for a physical print,1,0.02%,[44944]
the first user-curated generative audio nft on ethereum redeemable for rock salt,1,0.02%,[8281]
the first copy minted fruit themed 10k avatar nft on ethereum made entirely with 100% on-chain code,1,0.02%,[50820]
the first pixel art nft burnable for squirrel pelts,1,0.02%,[9985]
the first windows 95 screensaver nft burnable for rock salt,1,0.02%,[132576]
the first short form generative audio nft on polygon denounced as ahistorical by the sec,1,0.02%,[1942]
the first gan nft on tezos declared historic by the new york times,1,0.02%,[24812]
the first low effort generative art nft on eos burnable for usd,1,0.02%,[999992]
the first play-to-earn user-curated generative recursive smell-o-vision nft with rgb values stored in betamax format on a 5.25 inch floppy,1,0.02%,[4276]
the first erotic female ai chatbot nft to be featured at the moma,1,0.02%,[6590]
the first ahistorical cherrypicked generative music nft declared historic by the new york times,1,0.02%,[1205]
the first composable body parts pfp nft that can be staked for doge,1,0.02%,[861]
the first autoglyph-derivative vegetable 10k avatar nft on cardano redeemable for mobile phone minutes,1,0.02%,[8493]
the first quantum ai gan nft on eos to be airdropped to avastar holders,1,0.02%,[868]
the first serious windows 95 screensaver nft on tezos shilled by rhea myers,1,0.02%,[40804]
the first edible conceptual art nft on bsc with audio data stored in wav format on ipfs,1,0.02%,[404]
the first edible cherrypicked generative architecture nft on tezos to be sold at christie's,1,0.02%,[860]
the first ahistorical cherrypicked generative dick pic nft on solana to be featured on a billboard,1,0.02%,[6943]
the first playful cherrypicked generative mathematical music nft deemed culturally significant by the vatican,1,0.02%,[4758]
the first cherrypicked generative fractal smell-o-vision nft that you 'should not sleep on' as declared by the sec,1,0.02%,[123214]
the first successful quantum ai gan nft on bsc declared historic by the new york times,1,0.02%,[862]
the first community oriented long form generative fractal literature nft to be sold at sotheby's,1,0.02%,[1944]
the first serious conceptual art nft inspired by abstract expresionism,1,0.02%,[688]
the first audio nft on eos to be featured in the onion,1,0.02%,[2781]
the first body parts pfp nft to be featured on a cereal box,1,0.02%,[8428]
the first animal themed 10k avatar nft on eos to be featured on a billboard,1,0.02%,[7923]
the first viral long form generative nuclear music nft heralded as a historical artifact by dcinvestor,1,0.02%,[22220]
the first body parts pfp nft deemed a historical artifact by the vatican,1,0.02%,[45424]
the first future-oriented stylegan nft on tezos deemed a historic technical achievement by a dao vote,1,0.02%,[80888]
the first viral animal themed 10k avatar nft on ethereum to be sold at a police auction,1,0.02%,[3131]
the first stylegan nft heralded as a 'new art movement' by dcinvestor,1,0.02%,[7810]
the first future-oriented female ai chatbot nft on cardano deemed to be moma material by rhea myers,1,0.02%,[947]
the first open edition audio nft to have their floor swept by an art critic,1,0.02%,[239629]
the first retro animal themed 10k avatar nft on polkadot with rgb values stored in svg format in contract storage,1,0.02%,[2721]
the first serious cherrypicked generative mathematical music nft on solana to pass the turing test,1,0.02%,[4374]
the first viral short form generative nuclear audio nft with pixel data stored in a rolodex,1,0.02%,[306]
the first edible long form generative text nft on solana redeemable for rock salt,1,0.02%,[5876]
the first audio nft redeemable for a physical print,1,0.02%,[3012]
the first serious photography nft to be airdropped to rare pepe holders,1,0.02%,[878]
the first gan nft that can be staked for rock salt,1,0.02%,[2867]
the first play-to-earn nft to be sold at sotheby's,1,0.02%,[5872]
the first audio nft on cardano with rgb values stored in wav format in the glove compartment,1,0.02%,[2754]
the first play-to-earn nft on bsc to be airdropped to mooncat holders,1,0.02%,[3529]
the first pirate themed pfp nft burnable for rai stones,1,0.02%,[5125]
the first serious generative art nft with a dramatic title,1,0.02%,[6363]
the first edible audio nft on polygon to be sold on a sinusoidal bonding curve,1,0.02%,[4533]
the first mooncat-derivative body parts pfp nft to be sold at sotheby's for a record price,1,0.02%,[392977]
the first edible conceptual art nft inspired by antidisestablishmentarianism,1,0.02%,[3621]
the first successful windows 95 screensaver nft with audio data stored on a 5.25 inch floppy,1,0.02%,[3535]
the first cherrypicked generative recursive smell-o-vision nft burnable for parmigiano-reggiano,1,0.02%,[2866]
the first community oriented windows 95 screensaver nft to be airdropped to punk holders,1,0.02%,[4832]
the first successful short form generative dick pic nft denounced as a cash grab by the us government,1,0.02%,[1863]
the first long form generative art nft on bsc with pixel data stored on a sidechain,1,0.02%,[2869]
the first audio nft inspired by techno utopianism,1,0.02%,[789783]
the first photography nft on polygon to disrupt a federal government,1,0.02%,[7723]
the first techno utopian stylegan nft on bsc to be featured on the shopping network,1,0.02%,[3490]
the first gan nft with pixel data stored in svg format in the glove compartment,1,0.02%,[4266]
the first ahistorical avastar-derivative animal themed 10k avatar nft to be sold at christie's for a pittance,1,0.02%,[392980]
the first collectible cherrypicked generative architecture nft on ethereum,1,0.02%,[2477]
the first generative art nft to be featured in playboy magazine,1,0.02%,[888870]
the first gan nft to render the network unusable,1,0.02%,[4368]
the first collectible pixel art nft made entirely with 100% javascript,1,0.02%,[56172]
the first cherrypicked generative text nft on tezos to be sold at a yardsale for a record price,1,0.02%,[6327]
the first retro windows 95 screensaver nft on cardano landgrabbed by beanie,1,0.02%,[4735]
the first stylegan nft on bsc to be airdropped to ab holders,1,0.02%,[2597]
the first viral female ai chatbot nft on polygon to be featured in playboy magazine,1,0.02%,[52000]
the first 10k avatar nft to travel at mach 1,1,0.02%,[74871]
the first viral long form generative recursive dick pic nft on polkadot with pixel data stored in wav format on a 5.25 inch floppy,1,0.02%,[6247]
the first furniture themed pfp nft to be featured in chickadee magazine,1,0.02%,[4696]
the first successful photography nft to be featured at the moma,1,0.02%,[392979]
the first retro avastar-derivative furniture themed 10k avatar nft on namecoin to pass the turing test,1,0.02%,[87564]
the first retro autoglyph-derivative vegetable pfp nft to become self aware,1,0.02%,[859]
the first community oriented stylegan nft redeemable for fastcash,1,0.02%,[272]
the first open edition cherrypicked generative nuclear art nft on bsc with metadata stored in betamax format in contract storage,1,0.02%,[26635]
the first play-to-earn loot-derivative fruit themed pfp nft to be featured on a cereal box,1,0.02%,[3491]
the first erotic quantum ai gan nft to be featured in the onion,1,0.02%,[4344]
the first ahistorical animal themed 10k avatar nft on cardano to be sold at mcdonald's for a pittance,1,0.02%,[800]
the first successful animal themed 10k avatar nft on cardano to be featured in the onion,1,0.02%,[875]
the first erotic user-curated generative literature nft,1,0.02%,[56443]
the first conceptual art nft shilled by a right wing news anchor,1,0.02%,[8754]
the first community oriented vegetable pfp nft to land on the moon,1,0.02%,[576]
the first audio nft deemed crypto-native by beanie,1,0.02%,[5781]
the first composable pirate themed pfp nft on namecoin to donate millions to charity,1,0.02%,[392978]
the first cash grab gan nft to be sold using a dutch auction,1,0.02%,[8358]
the first collaborative user-curated generative spirograph smell-o-vision nft on namecoin that can be staked for rai stones,1,0.02%,[24816]
the first collaborative pixel art nft on polkadot,1,0.02%,[987653]
the first pixel art nft fetished by an art critic,1,0.02%,[678102]
the first vegetable pfp nft that shrinks over time,1,0.02%,[4453]
the first successful user-curated generative text nft made entirely with 100% wagyu beef,1,0.02%,[13377]
the first loot-derivative body parts 10k avatar nft on solana deemed a historical artifact by the new york times,1,0.02%,[814451]
the first collectible fruit themed 10k avatar nft burnable for xxmon,1,0.02%,[463]
the first female ai chatbot nft made entirely with 100% usda beef,1,0.02%,[1298]
the first copy minted audio nft to be sold using a dutch auction,1,0.02%,[6334]
the first successful dick pic nft burnable for doge,1,0.02%,[4143]
the first ahistorical audio nft on solana inspired by impressionism,1,0.02%,[420239]
the first pixel art nft on ethereum with rgb values stored in svg format on a sidechain,1,0.02%,[7593]
the first on-chain rare pepe-derivative rock 10k avatar nft on ethereum,1,0.02%,[46504]
the first on-chain cherrypicked generative text nft on namecoin to be sold on a true bonding curve,1,0.02%,[20030]
the first serious long form generative cellular automata audio nft to be airdropped to rare pepe holders,1,0.02%,[4843]
the first dick pic nft on namecoin deemed historic by a dao vote,1,0.02%,[2868]
the first dick pic nft with audio data stored in morse code in calldata,1,0.02%,[63723]
the first user-curated generative recursive music nft on cardano,1,0.02%,[999146]
the first stylegan nft on namecoin to be featured on a billboard,1,0.02%,[58824]
the first windows 95 screensaver nft on bsc deemed culturally significant by kevin abosch,1,0.02%,[8326]
the first animal themed 10k avatar nft on polygon redeemable for canadian tire money,1,0.02%,[192676]
the first low effort conceptual art nft to be sold at sotheby's,1,0.02%,[392981]
the first serious rare pepe-derivative furniture themed 10k avatar nft to be featured in playboy magazine,1,0.02%,[3475]
